"","B2Bcontrolrep1","B2Bcontrolrep2","B2BNicotine125rep1","B2BNicotine125rep2","B2BNicotine250rep1","B2BNicotine250rep2","Hcontrolrep1","Hcontrolrep2","Hcontrol125rep1","Hcontrol125rep2","Hcontrol250rep1","Hcontrol250rep2"
"ENSG00000262158",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262381",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103274",363,575,501,521,387,718,373,474,655,524,521,685
"ENSG00000166676",5,7,5,3,6,23,4,5,8,15,10,13
"ENSG00000262488",106,152,133,133,105,171,96,92,128,69,151,183
"ENSG00000262151",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000179583",20,45,32,36,51,62,32,47,77,61,99,140
"ENSG00000182108",69,111,101,88,120,184,71,107,155,135,153,150
"ENSG00000280153",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000038532",1187,1863,1560,1496,1377,2567,1259,1517,1962,1526,2143,2448
"ENSG00000229917",70,114,89,90,86,147,81,85,98,97,110,123
"ENSG00000274038",0,2,0,1,1,8,2,0,1,0,1,3
"ENSG00000262020",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287121",0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000263033",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263179",748,1307,1179,1055,867,1593,834,1016,1519,1047,1444,1620
"ENSG00000175643",374,658,412,424,417,716,341,445,609,475,883,1088
"ENSG00000185338",24,43,26,38,47,70,40,45,92,69,87,118
"ENSG00000178279",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178257",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212228",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122304",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175646",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287429",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221801",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199668",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263080",10,14,10,5,11,15,3,4,6,7,9,13
"ENSG00000262703",6,5,4,2,3,9,3,8,4,1,10,8
"ENSG00000188897",3,3,1,1,1,5,4,5,15,3,7,8
"ENSG00000262636",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262999",0,1,0,1,2,1,0,3,2,0,3,2
"ENSG00000189067",2904,5176,4075,3870,3707,6524,3768,5124,6606,5035,7606,9252
"ENSG00000184602",321,474,470,421,526,884,667,870,1111,858,1470,1785
"ENSG00000153066",785,1414,1161,1147,1057,1921,1059,1335,1837,1423,1884,2261
"ENSG00000262420",3,1,1,1,0,3,4,0,4,2,2,2
"ENSG00000122299",1141,1984,1510,1591,1254,2527,1693,2012,2829,2148,2688,3154
"ENSG00000274505",3,0,0,0,1,1,0,0,1,0,0,0
"ENSG00000277369",5,9,8,10,6,6,7,4,4,8,14,23
"ENSG00000262117",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000171490",2810,5225,4017,4101,2767,5627,2998,3972,4630,4046,4534,5071
"ENSG00000263307",1,3,1,0,0,2,0,0,1,4,1,5
"ENSG00000103342",5495,9962,7808,7918,6199,11190,5883,7741,9750,7861,9044,10391
"ENSG00000261560",9,5,2,3,5,10,9,3,4,8,5,9
"ENSG00000260318",127,202,205,191,167,317,128,178,246,207,338,362
"ENSG00000261216",2,0,3,1,2,3,0,1,5,1,8,2
"ENSG00000277458",0,0,0,1,1,0,0,0,0,0,0,0
"ENSG00000234719",211,305,252,211,195,451,162,256,334,207,400,444
"ENSG00000048462",0,2,0,0,0,0,1,1,0,0,1,0
"ENSG00000260224",1,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000048471",302,535,453,420,491,787,338,454,626,494,794,923
"ENSG00000260488",1,0,0,0,1,0,1,0,0,0,0,0
"ENSG00000241641",2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175604",0,0,0,0,0,0,0,0,1,0,3,0
"ENSG00000261293",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000238685",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261394",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260723",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278979",0,0,0,0,0,0,1,0,0,0,1,0
"ENSG00000260601",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259876",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000259899",1,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000274834",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103381",969,1633,1241,1215,1058,1872,1096,1376,1796,1395,1714,1876
"ENSG00000264733",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260378",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261158",2,4,0,0,0,6,0,5,3,2,3,4
"ENSG00000199474",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241932",1,4,2,4,4,3,2,1,7,1,1,4
"ENSG00000237515",1,3,0,1,2,3,0,2,2,4,9,7
"ENSG00000262116",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262801",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262011",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262235",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262267",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175595",370,649,517,492,407,798,445,478,553,402,611,668
"ENSG00000242307",0,3,2,1,2,1,0,0,0,3,6,2
"ENSG00000262732",3,8,0,4,2,4,2,1,4,0,3,2
"ENSG00000263234",2,0,1,1,0,0,2,2,2,0,2,3
"ENSG00000262097",0,1,1,0,0,6,0,0,2,0,0,0
"ENSG00000261856",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186260",1429,2649,2183,2029,2027,3417,1533,1909,2782,2068,3176,3529
"ENSG00000276564",42,68,42,47,38,83,34,48,63,53,68,87
"ENSG00000262529",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000262470",43,85,78,71,50,122,50,68,83,73,80,91
"ENSG00000201075",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000262454",45,60,36,41,38,86,59,56,93,65,86,87
"ENSG00000207639",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199130",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260009",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263257",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000140694",1834,3132,2696,2639,2379,4146,1982,2617,3630,2926,3953,4238
"ENSG00000242430",2,0,0,0,0,2,1,0,0,0,1,4
"ENSG00000103429",2389,4567,3329,3459,2961,5106,2815,3440,4584,3560,4732,5649
"ENSG00000238964",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000069764",0,0,0,0,0,0,0,1,1,0,2,2
"ENSG00000261523",7,4,3,0,0,2,4,2,5,3,9,3
"ENSG00000224712",477,650,503,417,359,981,388,551,951,517,1171,1120
"ENSG00000254609",0,1,0,1,1,0,0,0,0,0,0,0
"ENSG00000261695",6,2,2,2,2,3,7,3,6,5,14,7
"ENSG00000254852",391,611,586,466,390,793,414,419,996,495,1111,1171
"ENSG00000255037",0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000255277",44,66,41,59,47,111,35,39,64,57,99,172
"ENSG00000103512",16149,27918,22155,21960,22646,39468,17295,22397,30793,22157,33098,38338
"ENSG00000270734",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000257264",37,38,25,44,14,58,20,36,28,33,37,36
"ENSG00000284305",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263918",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000258354",3,2,3,5,7,8,8,5,15,7,3,23
"ENSG00000265537",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183458",729,995,998,920,1007,1887,814,1012,1562,974,2081,2015
"ENSG00000207425",6,8,10,7,3,10,10,12,22,12,4,8
"ENSG00000183426",607,793,565,769,527,1412,648,740,1382,823,1556,1618
"ENSG00000275259",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278265",0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000273804",0,0,0,1,1,0,0,0,0,0,0,0
"ENSG00000179889",3670,6480,5123,5073,4406,8314,4237,5494,7292,5538,7685,8508
"ENSG00000261819",847,1502,1258,1310,1398,2262,1071,1391,2126,1494,2197,2823
"ENSG00000238728",1,1,0,0,0,0,1,0,0,0,0,0
"ENSG00000275910",0,5,0,1,0,3,0,2,1,2,1,1
"ENSG00000157045",1112,2059,1541,1653,1371,2236,1106,1348,1805,1484,1819,2417
"ENSG00000085721",2374,4083,3361,3308,2680,4705,2801,3295,4226,3361,4152,4889
"ENSG00000260735",13,17,21,29,13,24,8,22,40,24,42,43
"ENSG00000188599",90,140,93,64,65,187,78,105,153,81,195,212
"ENSG00000270580",26,45,16,41,36,55,21,40,58,43,67,72
"ENSG00000250251",792,1148,1130,882,1067,1920,940,1014,1790,1077,2168,2228
"ENSG00000283346",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207294",6,6,6,6,3,7,7,11,20,8,4,5
"ENSG00000264115",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000257391",2,4,1,3,4,7,7,4,12,10,9,14
"ENSG00000277770",0,1,0,0,0,0,0,0,1,0,0,0
"ENSG00000183793",522,897,667,586,537,1151,652,741,1197,648,1162,1615
"ENSG00000261130",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156968",9,8,5,4,2,9,12,25,33,30,43,39
"ENSG00000166780",298,541,440,467,440,737,378,502,623,429,671,806
"ENSG00000166783",1478,2746,2073,1909,1934,3492,1398,1817,2693,1918,2910,3168
"ENSG00000257769",0,1,0,0,0,0,0,0,1,0,1,0
"ENSG00000284184",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000072864",1429,2385,1927,1993,1865,3197,1866,2450,3558,2567,3576,4089
"ENSG00000283736",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262380",0,0,1,0,2,0,2,0,0,0,0,1
"ENSG00000280206",209,393,317,294,255,500,348,500,717,532,662,855
"ENSG00000133392",236,381,304,281,262,456,339,411,508,344,488,551
"ENSG00000263335",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263065",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280429",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133393",1514,2864,1963,2079,1683,3439,1978,2460,2828,2493,3059,3538
"ENSG00000206778",0,0,0,0,1,0,0,0,1,0,1,1
"ENSG00000262171",0,1,1,1,0,2,1,2,3,2,1,2
"ENSG00000215003",1079,1835,1494,1637,1280,2127,1037,1287,1682,1169,1811,2111
"ENSG00000103222",3770,6193,5163,5012,5103,8414,4623,5880,8448,5784,9434,11028
"ENSG00000241067",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000091262",121,187,128,165,194,313,63,74,128,99,256,356
"ENSG00000262332",1,0,0,0,1,0,0,2,0,0,1,1
"ENSG00000103226",16422,28953,22585,22829,23192,39737,17686,23015,31362,22620,33922,38986
"ENSG00000263029",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000262848",12,20,21,13,13,19,12,13,17,14,24,25
"ENSG00000257381",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264722",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000257366",3,2,3,5,4,8,7,5,14,7,3,24
"ENSG00000265373",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244257",232,250,309,274,307,595,261,345,544,281,665,612
"ENSG00000206706",6,6,7,6,3,9,7,12,20,8,4,5
"ENSG00000183889",668,1123,775,664,613,1487,655,897,1299,865,1785,1610
"ENSG00000278221",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277698",0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000277920",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000227827",1873,2388,2238,2212,2227,4341,1978,2544,3715,2281,4799,5005
"ENSG00000276311",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214967",524,844,492,516,415,1168,488,680,1129,630,1112,1365
"ENSG00000261181",0,0,0,3,0,0,0,0,1,0,0,0
"ENSG00000260126",0,0,0,0,0,3,0,0,0,0,0,0
"ENSG00000261362",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287905",0,2,0,0,1,0,0,0,0,0,0,0
"ENSG00000279729",1,2,5,7,4,7,0,1,4,2,9,12
"ENSG00000261748",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279490",2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260675",18,34,18,27,24,30,7,17,27,18,26,32
"ENSG00000260405",23,21,13,18,21,23,31,15,18,27,23,29
"ENSG00000103489",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261448",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279410",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279415",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279620",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286849",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000275927",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285850",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260945",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261555",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228071",2816,4889,3979,3805,3284,6088,2356,2954,3800,3135,4224,5348
"ENSG00000259929",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280283",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260242",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260933",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278994",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276484",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214940",17,14,11,13,12,34,3,16,21,14,25,20
"ENSG00000285628",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205746",988,1376,1301,1254,1326,2422,1114,1409,2123,1254,2865,2752
"ENSG00000273613",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277647",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000233024",728,1070,813,731,652,1369,705,826,1255,856,1650,1548
"ENSG00000254681",1750,2447,2178,2219,2285,4357,1949,2536,3858,2321,4735,4781
"ENSG00000275391",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000206927",6,6,6,6,3,7,7,11,20,8,4,5
"ENSG00000257563",3,3,3,3,4,6,6,4,14,6,4,24
"ENSG00000266291",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265776",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000257527",40,56,30,48,18,66,23,41,40,32,47,41
"ENSG00000266454",7,17,10,8,9,11,3,11,7,8,8,11
"ENSG00000185164",24387,43262,33139,33394,33448,58829,26173,34839,46648,33328,50993,59945
"ENSG00000274025",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000277014",7,19,11,8,10,11,3,11,9,8,8,12
"ENSG00000262974",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000260550",1,0,0,0,1,2,0,1,2,0,1,5
"ENSG00000256340",47,78,66,90,76,148,30,37,62,53,111,195
"ENSG00000134419",5809,10683,7794,8092,7025,11890,5463,6621,8669,6790,9924,12411
"ENSG00000260342",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170540",10679,19445,15767,15438,13483,24662,13675,17505,24334,19177,24002,28820
"ENSG00000260017",1,0,0,1,0,2,0,0,0,0,1,1
"ENSG00000157106",3878,6764,5844,5361,4617,9424,4165,5307,6813,5142,7835,8292
"ENSG00000260352",3,1,2,1,1,3,2,4,5,1,0,4
"ENSG00000170537",84,145,96,114,125,218,55,68,85,74,158,152
"ENSG00000207167",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261465",0,4,1,1,0,2,0,2,2,1,3,2
"ENSG00000261357",2,0,0,1,4,2,0,2,0,1,3,2
"ENSG00000167186",638,1281,986,941,853,1534,894,1128,1516,1099,1464,1633
"ENSG00000260430",6,23,20,19,16,16,18,8,16,12,7,10
"ENSG00000278389",0,3,0,0,0,1,1,0,3,0,0,3
"ENSG00000205730",768,1271,1138,1062,1026,1799,1009,1271,1848,1200,1582,1743
"ENSG00000261427",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261759",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103528",10,15,14,16,34,38,26,27,35,22,63,101
"ENSG00000286790",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261210",1,0,1,0,1,2,0,0,0,0,3,0
"ENSG00000259871",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285869",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259925",0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000280265",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103534",5,3,11,6,10,19,3,9,19,3,10,21
"ENSG00000260681",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260592",0,1,1,0,0,1,2,0,1,2,0,1
"ENSG00000222750",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260934",0,1,0,0,0,1,1,0,0,0,0,0
"ENSG00000006007",3069,5644,4363,4546,4147,7314,3519,4538,6286,5135,7153,8399
"ENSG00000279747",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103540",1502,2791,2233,2066,1468,3458,1681,2208,2331,2361,3432,3827
"ENSG00000103544",1796,3125,2543,2460,2404,4036,1770,2314,3191,2482,3288,3830
"ENSG00000276571",7,9,4,3,1,13,3,8,9,6,9,10
"ENSG00000103550",585,982,831,805,733,1491,478,579,979,689,1021,1252
"ENSG00000261312",0,0,0,0,0,1,1,0,1,0,0,0
"ENSG00000174628",226,358,275,265,256,418,103,149,223,136,238,319
"ENSG00000261195",0,3,0,0,2,0,0,0,0,0,1,1
"ENSG00000261939",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000167191",2832,4886,3617,3953,3559,6021,2281,3053,4354,3294,4892,5745
"ENSG00000180269",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277211",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263253",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227624",17,42,32,24,18,31,30,35,40,27,36,49
"ENSG00000169347",0,1,1,1,0,1,0,1,0,2,1,0
"ENSG00000169344",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169340",1,3,0,0,2,4,1,6,3,1,0,1
"ENSG00000263237",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183549",3,6,9,16,31,38,0,0,1,0,6,2
"ENSG00000262995",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183747",0,0,0,0,0,0,1,1,1,0,1,0
"ENSG00000280306",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000066813",0,0,1,0,1,0,1,0,0,0,0,0
"ENSG00000260201",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260762",0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000005187",27,55,75,45,61,100,3,6,13,16,24,53
"ENSG00000275315",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274730",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166743",0,0,0,1,2,2,0,0,1,0,0,2
"ENSG00000066654",1873,3416,2770,2619,2221,4105,1987,2453,3499,2797,3663,4210
"ENSG00000283399",1,1,0,1,0,0,0,2,2,1,1,3
"ENSG00000285303",0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000260510",0,1,0,0,0,1,0,0,2,0,0,0
"ENSG00000196678",767,1346,1124,1056,991,1597,661,901,1289,977,1335,1505
"ENSG00000200893",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000005189",470,980,764,770,590,1086,407,493,773,640,869,986
"ENSG00000275908",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188215",370,684,587,541,520,1016,522,604,912,698,960,1083
"ENSG00000102897",690,1205,896,900,828,1418,646,768,1186,856,1288,1569
"ENSG00000158486",2,2,7,1,3,4,0,1,2,1,1,0
"ENSG00000263331",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000011638",324,563,392,465,463,941,178,243,341,229,487,655
"ENSG00000262983",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103310",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000175311",2,2,0,3,1,3,0,1,1,1,1,2
"ENSG00000103316",1,1,1,2,4,16,0,1,2,1,5,4
"ENSG00000283421",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000189149",7,14,12,6,6,22,3,3,8,8,5,10
"ENSG00000257403",3,6,5,11,4,7,3,2,8,3,12,17
"ENSG00000158482",7,12,11,6,13,15,3,12,7,2,18,13
"ENSG00000276548",0,0,0,1,0,0,0,0,1,0,0,0
"ENSG00000169246",678,970,699,760,577,1348,549,758,1325,718,1364,1567
"ENSG00000180747",802,1299,1059,1115,1117,1807,904,1044,1406,904,1596,1728
"ENSG00000265462",0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000287809",6,6,0,2,5,7,7,7,11,5,12,6
"ENSG00000258186",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273956",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257639",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271609",1,1,0,0,0,2,1,1,1,0,0,0
"ENSG00000252798",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197006",2770,4936,3686,3906,3594,6129,2583,3383,4534,3993,5028,6236
"ENSG00000261596",3,11,8,14,7,13,8,7,12,4,17,8
"ENSG00000140749",0,4,7,4,1,7,3,0,10,4,6,4
"ENSG00000207248",0,0,1,0,0,0,0,2,1,0,0,0
"ENSG00000207042",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000155719",1,1,1,2,1,0,0,0,0,0,2,4
"ENSG00000260306",4,11,4,7,4,11,2,7,11,7,13,22
"ENSG00000248124",347,638,516,514,437,720,418,479,742,541,688,728
"ENSG00000276721",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185864",1119,1396,1080,1136,829,2110,948,1206,1976,1060,2073,2402
"ENSG00000185710",801,1432,1178,1055,1130,1807,855,1020,1412,1056,1571,1715
"ENSG00000257408",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000274460",7,14,2,8,4,9,5,9,13,10,8,17
"ENSG00000140740",4907,8958,6924,6929,6223,10989,4834,5887,8346,6594,8850,10872
"ENSG00000155714",0,3,1,1,3,3,0,2,1,1,2,5
"ENSG00000260395",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000275445",1,2,0,0,2,3,0,0,5,1,1,1
"ENSG00000185716",430,708,610,556,481,940,501,590,720,599,897,1038
"ENSG00000260277",3,7,10,7,4,9,7,8,11,7,6,18
"ENSG00000175267",0,0,1,0,0,0,0,0,1,0,1,0
"ENSG00000183921",0,0,0,1,0,2,1,0,0,0,3,1
"ENSG00000287739",0,0,0,0,0,0,0,0,0,0,0,4
"ENSG00000103319",990,1697,1329,1440,1424,2657,991,1347,1856,1251,2176,2476
"ENSG00000261113",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000058600",1047,1807,1530,1498,1233,2337,1282,1637,2178,1518,2161,2365
"ENSG00000286808",11,17,8,11,11,23,10,11,31,18,15,30
"ENSG00000140743",1844,3193,2435,2565,2151,3965,2420,2946,3674,2918,3721,4172
"ENSG00000260635",0,1,2,0,2,3,0,5,2,1,6,3
"ENSG00000260790",1,0,1,2,3,4,0,0,6,2,1,2
"ENSG00000230872",0,0,0,0,0,0,1,2,0,0,0,4
"ENSG00000257122",56,85,77,68,70,120,72,90,167,116,121,176
"ENSG00000237296",556,910,883,907,768,1290,660,706,1039,801,1143,1314
"ENSG00000243716",2281,2901,2179,2289,1735,4438,2060,2572,4012,2173,4544,4961
"ENSG00000277041",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257838",1,0,0,1,1,0,0,0,0,0,0,1
"ENSG00000260973",4,3,4,7,3,8,1,7,6,4,7,12
"ENSG00000260905",1,3,2,0,4,5,2,1,3,0,1,6
"ENSG00000283213",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122254",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000261090",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103404",912,1626,1247,1211,1192,2058,749,908,1272,916,1508,1680
"ENSG00000260566",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280400",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285613",1,5,1,0,0,0,0,1,3,0,1,2
"ENSG00000166828",0,0,0,0,0,0,1,2,0,2,0,0
"ENSG00000260741",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168447",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000168434",585,968,752,704,705,1244,587,839,1094,798,1272,1354
"ENSG00000280039",2,11,4,1,0,8,3,0,5,7,6,4
"ENSG00000212593",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259782",0,2,1,1,0,1,0,0,2,1,3,1
"ENSG00000260136",13,44,33,22,32,48,33,42,36,48,34,57
"ENSG00000103365",3050,5348,4179,4144,4332,7466,3777,4748,6910,5118,8109,9318
"ENSG00000261528",1,0,3,1,2,0,0,0,1,0,2,2
"ENSG00000103356",1195,2304,1719,1728,1587,2717,1240,1652,2213,1610,2240,2650
"ENSG00000260247",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000103353",2582,4824,3456,3471,3156,5593,3286,4368,5720,4417,5606,6340
"ENSG00000260751",10,12,11,22,10,14,8,17,19,21,24,18
"ENSG00000004779",1917,3651,2816,2908,2404,4141,2106,2778,3481,2791,3499,4208
"ENSG00000083093",989,1767,1443,1249,1012,1777,992,1315,1627,1318,1961,2163
"ENSG00000261723",1,2,1,4,1,3,1,0,1,1,1,0
"ENSG00000166847",3167,5669,4467,4426,4078,7044,3849,5044,6480,4953,6731,7516
"ENSG00000260482",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166851",5475,9197,7944,8190,7508,12856,8314,9996,13823,9829,12515,14125
"ENSG00000261266",0,0,1,3,1,7,4,2,1,3,0,4
"ENSG00000134398",0,1,0,0,1,1,1,0,0,0,0,0
"ENSG00000278912",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261583",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279756",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166869",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166501",2,0,2,3,0,2,0,0,0,0,4,1
"ENSG00000279276",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279202",0,0,0,1,0,0,0,1,0,0,2,0
"ENSG00000274466",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279554",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260264",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006116",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201541",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239081",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260072",0,0,0,0,0,0,1,0,0,0,1,1
"ENSG00000122257",2191,3558,2792,2733,2432,4692,3048,3294,4603,3380,4930,5212
"ENSG00000090905",1826,2978,2691,2504,2289,4450,2381,2873,4242,2976,4258,4883
